product_name,category,price,sku,stock_quantity,release_date,manufacturer,warranty_period,rating,is_available
Whatever Growth,Home & Kitchen,892.35,cae6983d-1183-40b5-a220-9b764d7a64d4,110,2024-02-02,Moore Inc,1 year,2.4,No
Source Better,Beauty,199.18,0ec3fcc2-3ed1-4206-9a7c-88f78b86cd26,3837,2020-03-19,Donovan Ltd,3 years,2.5,Yes
Book Particular,Home & Kitchen,208.68,99ea89ba-9cce-4b23-8692-8c7104786e83,856,2020-09-12,Arnold-Morris,1 year,3.8,Yes
Task Would,Electronics,434.77,b2afaae2-7959-4dc4-9c37-3f17cc89d6ce,917,2025-02-17,Gutierrez PLC,3 years,4.3,No
Together Can,Home & Kitchen,234.1,6b2d7517-98f2-47ad-88e3-b3dce6b5dde9,189,2023-07-17,Flowers-Lewis,3 years,2.0,No
Race Support,Clothing,271.8,127ff285-2d3a-47ee-b29f-2d63fe7eb23b,4992,2024-01-05,Grant Ltd,3 years,4.9,No
Skin Music,Clothing,845.45,8c0aaf33-93d3-4e9b-9c5b-03100b6fe05a,4184,2022-03-28,"Austin, Howard and Smith",1 year,2.1,Yes
Make Far,Sports,191.37,9853280a-4518-4cfa-abff-054834c44a46,674,2022-08-05,Lawrence LLC,6 months,2.9,Yes
Deal Within,Sports,946.44,6b116c96-5de5-45cb-bad8-6ef3e2b7b296,2166,2022-10-02,"Moore, Hardy and Williams",3 years,1.8,Yes
Cause Customer,Beauty,501.18,7610d2c9-5d78-4f8f-88df-716ba568b4b9,4742,2022-02-15,Wagner PLC,1 year,5.0,Yes
Girl Growth,Beauty,689.97,41b8e314-41d7-4284-be95-84bfc1e32b53,1777,2020-04-21,Salinas Ltd,2 years,1.2,Yes
Age Establish,Sports,883.14,5796aeb7-3257-4ef6-9ab9-ec1283b6b47a,4487,2023-12-12,Vargas-Barton,3 years,4.9,No
Official Many,Home & Kitchen,757.54,6d4b288d-02cd-4a21-87f5-c724804580d0,460,2022-08-25,York Inc,2 years,4.1,No
Big In,Beauty,772.66,32292004-3a48-4ea7-b9ff-0a0ab92599ce,1936,2023-06-11,Mckee Ltd,2 years,1.2,Yes
Information Major,Beauty,798.49,fff4f2d2-b47a-4f9a-9ad4-461574b206d8,3924,2023-01-03,Morris and Sons,2 years,2.5,Yes
However Worry,Sports,881.92,4add772b-b4df-4bdb-b78a-2cde8b4e4074,1083,2020-11-15,"Livingston, Peterson and Smith",2 years,2.7,No
Road Either,Electronics,850.84,24f603dd-b0e6-4f32-9d19-9b93074056c7,3191,2021-05-19,Wilson-Edwards,2 years,4.4,No
Whose Help,Sports,558.58,d3ca9389-6334-452d-8a82-ba832778d482,1822,2022-10-05,"Jacobs, Mckenzie and Gibbs",6 months,4.4,No
A Know,Beauty,857.87,6b6e3bb7-1c26-40f0-8591-a4e18ef59513,2863,2020-08-26,Carter-Lambert,2 years,3.9,No
Big Throughout,Clothing,774.23,f1c3c361-7eda-4293-b17c-77031a209407,4395,2021-08-17,Black Inc,6 months,2.0,No
Best Laugh,Sports,737.64,704c5cdd-7321-4e1f-9e4a-859c1e118d58,2228,2022-01-24,Duncan and Sons,6 months,2.7,No
Fund Page,Clothing,83.97,82b21140-1694-436b-8fc3-cf4862398f03,4769,2024-02-12,"Smith, Garrett and Sellers",2 years,4.1,No
Data Fast,Home & Kitchen,916.52,1a149c6e-6820-4e7c-93c1-f2f94c30b813,4746,2020-08-12,Gilbert-Morgan,1 year,4.4,No
Let Mouth,Beauty,58.74,d0a98277-93ee-4c46-84bc-98edfcd957aa,2637,2022-08-30,Perry Group,3 years,2.5,Yes
Billion Include,Clothing,898.59,e3cd18d4-c2bc-45e9-aced-48c7c7ae1457,556,2023-12-19,Clements-Dodson,6 months,4.0,Yes
Industry Down,Sports,105.06,cbeda0bf-2afc-4070-916d-d94341409ebb,1856,2024-07-17,Ayers LLC,6 months,2.7,No
Likely Send,Clothing,987.74,b4300505-6818-45ab-bf9f-9945ee0fabf4,2591,2024-07-16,"Coleman, Park and Houston",1 year,2.2,No
Kind Simple,Home & Kitchen,666.76,21176932-1dce-479a-acbc-c41c77501034,3368,2020-11-21,Kirby-Coleman,1 year,4.9,No
Degree Need,Home & Kitchen,135.02,e2ea5afa-7d25-4323-9e28-ad6defb854db,792,2021-01-06,"Barnes, Strickland and Alexander",6 months,2.9,Yes
Hope Result,Sports,597.72,0b97a77c-f222-4f46-9509-740e3c1b0f6f,4560,2022-11-23,"Schmitt, Anderson and Perez",3 years,1.8,Yes
Wind Product,Home & Kitchen,361.83,1bab7f23-4a3f-4fad-bd54-8c3547e3766a,3098,2020-07-14,Barrett-Scott,1 year,2.8,No
Level Message,Beauty,232.49,a2a752c4-7f09-4c84-b1eb-d158dfbc30b5,1010,2020-04-28,"Atkins, Decker and Hernandez",1 year,1.5,No
Quality Professor,Beauty,660.83,976dc11e-47c5-4fa3-bbbf-63bd90fa69b8,830,2024-12-24,Foster Group,1 year,4.0,Yes
Theory Suggest,Home & Kitchen,271.27,f96a13c6-dc96-4ecc-afbd-2f554c29de97,3008,2023-07-05,Gonzalez-Evans,2 years,4.3,Yes
American Maintain,Sports,378.71,b0dbb89f-1856-4db5-ab06-4aafe90e282e,4652,2023-06-24,Long Ltd,6 months,2.5,Yes
Eye Occur,Beauty,927.17,21884165-0825-49af-a7ba-823d50bbdd7a,3426,2021-12-25,Smith-Thompson,3 years,3.7,No
Factor Have,Electronics,407.01,b4e08c04-24da-42f6-b3d2-a70c1f66cba2,4715,2024-04-14,Howard and Sons,2 years,2.5,Yes
Indicate Choice,Beauty,297.21,99066077-b61f-4c4f-9366-0528732176b7,3908,2020-09-02,Turner and Sons,1 year,4.9,Yes
Low Support,Electronics,196.56,468cf5b4-c5da-4160-b921-626c12ff6d2c,1625,2021-10-10,Morton-Miller,2 years,4.1,No
Window Read,Clothing,458.3,cb6621c8-9ab9-4870-bc10-51d4b940f603,4871,2022-02-24,Escobar Ltd,1 year,3.3,No
Fine Prepare,Clothing,52.79,71c37896-5dee-48b8-9cfb-e391794643d5,3849,2024-10-03,Allen Ltd,2 years,1.2,No
Population Congress,Clothing,888.13,9f2dcd96-37cd-499d-bb54-5e2d7b797697,2819,2024-05-28,Robinson-Sanchez,2 years,4.6,No
At Her,Home & Kitchen,309.44,f71ae4c5-bdcb-4807-9b1c-f75ac8b58c87,2210,2020-11-27,"Adams, Terry and Mcintyre",6 months,4.7,No
Open West,Sports,804.62,2e282438-e923-4847-bf8a-332ed8cae110,3217,2023-08-15,Ashley-Moore,2 years,4.6,No
Entire Last,Sports,624.17,9a982c7d-6d1f-41ae-b62c-230480fdb443,3749,2023-04-23,Dennis-Todd,2 years,3.5,Yes
Fill Manage,Beauty,532.25,2b43e951-8af1-4172-bc05-c0b7ca8ee821,2803,2020-05-23,Clark-Coffey,2 years,3.3,No
Watch Education,Beauty,398.66,8033782f-9020-4952-8d14-a64f89d52e85,2931,2022-11-02,"Marshall, Lopez and Clark",1 year,1.3,Yes
Community Heavy,Electronics,454.88,45e21962-44c9-4e1b-98e2-33c15bc85b76,3801,2022-10-19,Copeland PLC,3 years,2.3,Yes
Character Audience,Clothing,820.52,b55be46c-e20c-4527-8309-62d4fbcc5595,540,2020-06-06,Miller-Garcia,3 years,1.7,No
Most Value,Clothing,554.6,07b62934-37ad-4203-93df-c3ba0dc0836a,2677,2020-11-24,Branch Ltd,3 years,1.5,No
Market Century,Beauty,422.35,35e39a56-d238-43ad-a958-65de28309b40,256,2022-01-25,Stewart-Wilson,2 years,2.5,Yes
Still Force,Beauty,532.26,cb896933-b0c8-4c0f-9c81-d2e6ee3fcebb,2126,2024-06-27,"Mcintyre, Briggs and Wilson",2 years,1.8,No
By Far,Electronics,161.01,e06a2c52-43bf-47ab-a517-d2d793047351,4039,2020-05-30,Smith-Eaton,6 months,4.5,No
Language Radio,Sports,797.04,cd7b7d6e-547d-4c22-a8eb-f2bb1e1fcd0f,2570,2024-09-14,"Manning, Chang and West",1 year,3.9,No
Take Little,Sports,75.44,29837f56-7c7d-4d70-bc5c-2ae951176f60,890,2024-07-14,Norton Ltd,1 year,3.1,Yes
Drop Provide,Electronics,265.96,56d707f9-13bf-4e69-8e25-b70907b40978,4903,2021-04-19,Chambers-Foley,1 year,4.1,Yes
Wait Green,Beauty,20.75,955ac58a-169a-41b3-9bb7-2ac682aeda0d,2403,2023-06-14,Williams Inc,2 years,2.7,Yes
Series Visit,Sports,10.53,2424d7d5-0a7d-40c3-8bd5-1dd8d9ba804a,1257,2025-02-11,"Bell, Singleton and Jones",1 year,3.1,Yes
Science Hope,Clothing,758.78,8b53801f-cb9d-4e50-bae6-04cc632c27d8,2833,2025-01-25,Taylor-Smith,1 year,3.2,Yes
Since Language,Electronics,473.03,23eb4aa9-641d-4ef5-8a0f-4cd71d596c23,2006,2020-10-03,"Mayer, Jones and Nelson",6 months,2.7,No
Throw Card,Electronics,744.02,a0fef072-f951-4a01-9162-ed2f01d65061,3964,2022-10-22,"Alexander, Lopez and Jones",3 years,1.7,Yes
Movie Weight,Sports,990.54,05d787f5-5c43-4a63-b9ae-24f9f83a0f8b,2163,2022-03-08,Phillips LLC,2 years,1.9,Yes
Drop Choice,Clothing,730.23,378782fe-fa54-4809-84e3-05bde2ab8f70,961,2023-08-29,Anderson and Sons,1 year,3.2,No
Difficult Dinner,Sports,474.72,4a8e78cf-aab1-47a6-8837-9df242d1bf04,2109,2024-06-24,Haas and Sons,1 year,2.6,No
Group Bar,Clothing,671.09,ba911b31-7203-44f3-bb2a-aef84a6fdf33,4940,2022-11-04,Barnes Inc,2 years,2.7,Yes
Accept Star,Electronics,262.76,ccdd98bb-e08e-4594-9919-129cbe961049,3451,2023-06-13,"Campbell, Johnson and Beck",6 months,3.5,No
Memory Threat,Home & Kitchen,563.01,d96de281-8cae-434a-b218-bfbc081bed90,3458,2021-05-06,Allen Inc,6 months,2.1,No
Choose The,Electronics,595.96,1f7b23fd-216c-4f3c-a0cf-46c83e10f059,780,2023-12-12,Howard and Sons,2 years,4.8,Yes
Care Next,Home & Kitchen,147.23,925b49f0-195a-4478-98e6-475106eed86c,1965,2025-02-23,"Wyatt, Thomas and Briggs",6 months,1.1,No
Bill Full,Sports,959.57,c1bd2be1-7c8e-4de5-8381-0c40203233c8,1139,2023-10-02,Wright Inc,1 year,3.8,Yes
Condition Put,Home & Kitchen,220.2,bb2af50a-b3fd-4cbd-b191-9f23df8fb486,3749,2024-02-20,Wilson-Daniels,1 year,2.1,Yes
Business Question,Clothing,768.69,23ae5f12-4486-4d71-a8a2-4038d3a2a50a,581,2021-02-09,Smith LLC,1 year,2.0,Yes
Group Protect,Sports,906.7,fa20cf47-f71d-4422-aee6-1cd9f1109cfe,824,2020-07-20,Lopez-Hernandez,3 years,4.6,Yes
Girl Surface,Beauty,990.16,356229a7-49a0-40a2-9a3b-7869b65fdea2,3351,2020-07-15,Boyd PLC,2 years,3.5,No
Ground Trouble,Clothing,681.96,ea694543-bb05-42b3-8c59-5e134af841a0,1953,2022-08-05,"Salinas, Taylor and Rose",2 years,1.2,Yes
Scene Notice,Beauty,402.84,522ca9fb-41ca-4580-89af-2d0cd5554167,4577,2022-01-14,Sutton-Thomas,1 year,1.5,Yes
Serious Always,Clothing,817.14,f5fa00fa-6e37-43b5-ad87-44dca1065395,2031,2023-07-14,Schneider LLC,3 years,1.7,Yes
Prevent Research,Electronics,524.15,c68ebd7f-b659-40aa-9e5a-5a74fe894cbe,1268,2020-12-30,"Blake, King and Walker",6 months,3.6,Yes
Project Forget,Sports,697.93,d4e039ee-11e5-44e3-92db-7334dafb07df,602,2022-07-14,Donovan-Bradley,2 years,2.2,Yes
Sure Real,Clothing,17.87,46bbaab0-cdf8-41b5-b854-ce15b54bcc4e,224,2022-09-30,Duran-Scott,2 years,4.9,Yes
Goal Meet,Electronics,661.12,42b99881-f55e-49b1-a3a2-0a3b5f852ef6,2451,2021-10-05,Brown PLC,2 years,4.0,No
Local Republican,Beauty,626.75,c54c526f-a63a-414b-b086-e61595ed10c9,1551,2023-07-10,Garcia-Garcia,3 years,1.1,Yes
Year Several,Electronics,933.67,3c23f552-c462-4378-bc68-d2f721bca08f,229,2023-10-13,Andersen-Parrish,1 year,1.3,No
His Great,Beauty,75.4,13f90201-548a-4d9d-8cb5-5cd4e2343155,4943,2022-01-08,Wilson LLC,3 years,1.3,No
Outside Once,Sports,377.93,d799a401-8654-4039-aa34-ce0de4a0b5b5,436,2020-12-25,Russell and Sons,6 months,2.5,Yes
Quite Wish,Sports,631.62,d824f50b-e93f-43c3-8ab0-55f164f27ef4,3703,2022-07-20,"Snyder, Strong and Arnold",2 years,4.2,Yes
Wait Economic,Beauty,75.5,bb554d70-dbe9-4a30-82ae-6d960db4932e,329,2023-10-10,Mccarthy PLC,1 year,4.8,No
Expert Full,Sports,133.92,e2f02b3a-0246-41cb-a482-371203efef54,2669,2020-08-03,"Carroll, Wilson and Wright",6 months,3.2,Yes
Coach Subject,Clothing,337.17,538b1339-16b3-4498-a433-ba08247da430,4567,2024-12-29,Wilson Group,2 years,3.4,Yes
Particularly High,Beauty,360.53,761b0658-3816-4657-ad9b-218b901b0367,1934,2024-04-23,Mclean-Richardson,2 years,1.9,No
Particularly Find,Electronics,820.41,a03c3d02-21dc-4ad9-86de-94bcdab34fe5,4076,2024-08-04,Mann LLC,2 years,4.5,No
Figure Radio,Clothing,624.01,da7eedcc-614d-4d85-9747-bd23f26b774e,3166,2023-09-09,Massey PLC,2 years,4.6,No
Approach Player,Sports,887.88,2bcd2878-6875-47a0-a205-88fc772a17a4,4360,2021-03-12,Payne Ltd,2 years,4.4,No
Those Enough,Electronics,889.52,90650902-5707-4070-ba46-2bf3551b8f05,800,2024-01-25,Mcknight Ltd,3 years,3.2,No
Scientist From,Beauty,204.01,bef514a3-1501-4bd0-8f7e-923fc3873608,4645,2023-06-29,Bradford and Sons,3 years,3.2,No
Special Door,Clothing,271.86,2cc99c9b-f637-4882-a778-18aba300af0c,2145,2023-11-24,Stevenson-Stanley,2 years,1.9,Yes
Policy Start,Electronics,170.72,c04e3d72-3bcf-49d6-b820-7638e17e015c,669,2022-11-06,Foster-Ford,3 years,2.9,No
Heart Off,Electronics,501.55,c3537cc8-2285-4ed9-b028-eed9d29e60e6,686,2020-11-30,Lucero Group,3 years,2.6,Yes
Shake Office,Beauty,759.5,161b1304-9dc4-4f95-988b-eeeb258d54ab,3410,2023-04-30,"Cruz, Kelly and Gonzales",3 years,3.8,Yes
Lot At,Clothing,222.6,13bc3b40-8b38-416a-87cc-179a488dd885,2390,2020-09-03,Diaz-Spears,1 year,4.5,No
Nor Side,Electronics,588.63,26ba48c5-72e9-467e-82be-6b976a819b30,1694,2021-01-05,Mercer-Proctor,3 years,3.3,Yes
Exactly Season,Home & Kitchen,861.95,5ab3cbdd-3071-4c6b-b791-b6f96d2ae779,1096,2023-02-17,Sexton PLC,2 years,3.4,No
Agency Respond,Clothing,726.19,eb394409-d830-448d-8295-29a167bb9b6c,3470,2020-06-08,Harrison-Perez,1 year,3.0,No
Far Born,Home & Kitchen,534.93,51424029-9a97-40a2-9551-5c3f46cd2b47,2702,2020-10-11,Campbell PLC,3 years,3.7,Yes
Ten Important,Sports,669.44,d7843ea9-5d1d-4b9e-9144-cc4cb45da6eb,1841,2023-08-03,Weiss Ltd,1 year,2.3,No
Population Leg,Home & Kitchen,162.93,d0c363b6-0d46-4302-957a-d2453134a39d,1367,2024-01-16,"Sanchez, Ruiz and Reed",2 years,1.6,Yes
Knowledge Subject,Sports,422.92,bf6a7f86-0022-489f-868d-6f0711ffaf2b,3750,2024-11-07,"Ho, Dunlap and Guerrero",6 months,1.8,No
Represent Individual,Home & Kitchen,281.21,1dc4e7a3-9ed0-43bc-b3d2-e943f65932b6,1456,2024-11-17,Oliver-Black,2 years,4.4,No
To Shake,Sports,110.54,7226d577-3f25-421d-87ec-1f5456bf24ce,3883,2024-11-03,Williams Group,6 months,2.1,No
Room Left,Sports,307.84,4801c1a5-e6d9-4b91-85ca-00a78534db9d,2082,2024-07-06,"Newman, Morris and Miller",6 months,2.3,No
Feeling Him,Home & Kitchen,347.68,8fb9a301-e4fe-421b-8dc9-6c6b69df47c7,2139,2020-03-09,Hall-Fox,1 year,4.0,Yes
Force Fund,Sports,997.73,5c740a4e-b935-4e19-975d-486318087951,705,2023-05-27,Gonzales LLC,1 year,1.1,No
Money Goal,Clothing,409.31,b2671405-326d-42bb-9ff8-9493cee24f34,4445,2020-03-25,Lawrence LLC,1 year,2.2,No
Less Happy,Clothing,301.16,25c67889-21ea-4689-af0e-78e7dd660452,4057,2022-12-04,Phillips-Warner,2 years,2.5,No
Then Purpose,Sports,161.3,c32df2d5-a5ca-4f61-a62d-278bdf9eea66,760,2020-05-03,Douglas-Cooper,2 years,2.7,No
Even Need,Sports,487.09,f1e4cbab-d471-4cc4-bd59-313c516da203,925,2022-06-16,Hendricks-Arnold,6 months,2.6,No
Compare Industry,Electronics,985.74,b3184315-c742-41e3-a390-5b31a1f0a51f,1165,2024-08-14,Sanchez-Jackson,6 months,2.0,No
Bank Plant,Sports,86.22,87043b44-f788-47e9-aef3-afa884663f47,3942,2024-10-22,Cruz LLC,6 months,4.1,Yes
We Pull,Beauty,209.89,56e8e44a-b4a3-40f5-9432-ae7817ce7b7b,1409,2023-06-02,"Chapman, May and Ewing",6 months,1.7,No
Raise A,Electronics,613.12,0b6933b8-1437-4f96-bdf0-f6bd43e3d70f,3631,2023-02-27,Knight and Sons,2 years,2.0,No
Word Wife,Electronics,261.59,9477f114-5f2c-49bb-b267-20359680fbb7,2650,2023-06-05,Smith PLC,1 year,1.6,Yes
Expert Brother,Sports,129.48,473abebe-7c37-481b-a230-128b09d7a8b5,83,2023-06-01,Silva-Morris,3 years,4.4,No
Future Century,Beauty,157.17,3f33b8f7-0c47-4cf3-935c-0bb4da1b8931,1128,2022-07-10,Pena Ltd,6 months,2.7,Yes
Cup Dark,Clothing,544.85,40cbd943-a4cb-4a83-baab-9a091d13e3ff,2965,2022-08-10,Becker Group,3 years,4.0,Yes
Add Available,Sports,879.65,7e6c0d48-3ed8-4942-8d72-53cc87206743,4171,2023-01-25,"Black, King and Schultz",6 months,4.7,Yes
